Date,Location,Level,Type,Title/Description ,Comments,Travel restrictions,State of Emergency,School Closure ,Work Closure,Business closing,Gatherings,COVID/Antibody Testing,Safer at Home,Reopening,Relief/Funding/Grant,Masks,Other,Economics
4/4/2020,Arkansas,State,Ordered,"Exec order: mandating new safety measures for commercial lodgings, short-term rentals, and other insututions for authorized guests",,,,,,,,,,,,,,
4/4/2020,Arkansas,State,Announcement,Trump approved Arkansas's request for Presidential Major Disaster Declaration,,,,,,,,,,,,,,
4/6/2020,Arkansas,State,Announcement,Extendion of public school closure for the rest of the school year,,,,,,,,,,,,,,
4/13/2020,Arkansas,State,Announcement,Formation of gov's Medical Advisory Committee for Post-Peak Covid-19 response,,,,,,,,,,,,,,
4/14/2020,Arkansas,State,Ordered,Exec order: allowing health care workers and first responders to file works comp if they get infected on the job,,,,,,,,,,,,,,
4/14/2020,Arkansas,State,Ordered,Exec order: granting healthcare workers immunity from liability in coronavirus cases,,,,,,,,,,,,,,
4/15/2020,Arkansas,State,Announcement,Centers for Medicare and Medicaid Services has approved Medicaid funs to temporairly increase the weekly income ,,,,,,,,,,,,,,
4/17/2020,Arkansas,State,Announcement,Temporary waiver of the requirement to search for a new job while recieving unemployment,,,,,,,,,,,,,,
4/18/2020,Arkansas,State,Ordered,Exec order: creation of Governor's Economic Recovery Task Force to develop an industry-specific strategy and provide the Governor with recommendations for AK's economic recovery,,,,,,,,,,,,,,
4/21/2020,Arkansas,State,Ordered,Exec order: creating Governor's Covid-19 Testing Working Group,,,,,,,,,,,,,,
4/22/2020,Arkansas,State,Announcement,Medical service providers can resume nonessential procedures,,,,,,,,,,,,,,
4/23/2020,Arkansas,State,Announcement,Launched two-day Arkansas Surge Campaign to increase testing,,,,,,,,,,,,,,
4/27/2020,Arkansas,State,Announcement,Walmart and Quest Diagnostic opened drive thru testing,,,,,,,,,,,,,,
4/28/2020,Arkansas,State,Announcement,State Parks will begin limited reopening on May 1,,,,,,,,,,,,,,
4/29/2020,Arkansas,State,Announcement,Restaurants may resume limited dine-in on May 11,,,,,,,,,,,,,,
4/30/2020,Arkansas,State,Announcement,Gyms and fitness centers may resume operations on May 4 under specific guidelines,,,,,,,,,,,,,,
5/1/2020,Arkansas,State,Announcement,"Barber shops, salons, clinics, and other services may resume operation under certain guidelines",,,,,,,,,,,,,,
5/1/2020,Arkansas,State,Announcement,Reopening Ready for Business initiative to aid small businesses,,,,,,,,,,,,,,
5/4/2020,Arkansas,State,Announcement,Indoor venues that are meant for less than 50 people may reopen on May 18,"theaters, arena, stadium, auction houses",,,,,,,,,,,,,
5/5/2020,Arkansas,State,Ordered,Exec order: extending public health and disaster emergeny for additional 45 days,,,,,,,,,,,,,,
5/5/2020,Arkansas,State,Announcement,Legislation approved $55 million in funding to help businesses get back on their feet,,,,,,,,,,,,,,
5/7/2020,Arkansas,State,Announcement,State's three gaming casinos will open on May 18,,,,,,,,,,,,,,
5/7/2020,Arkansas,State,Announcement,Approval of second request for Medicaid 1135 waiver ,,,,,,,,,,,,,,
5/8/2020,Arkansas,State,Announcement,REcreational pools may resume limited operations on May 22,,,,,,,,,,,,,,
5/15/2020,Arkansas,State,Announcement,Partnership with Walmart to provide approximately 130 mobile testing units across the country,,,,,,,,,,,,,,
5/15/2020,Arkansas,State,Announcement,"Partnership with the Community Health Centers across Arkansas to provide over 2,000 test collections per week","Goal was to reach 60,000 tests in May",,,,,,,,,,,,,
5/19/2020,Arkansas,State,Announcement,new goal of testing every nursing home resident and staff member beginning June 1,,,,,,,,,,,,,,
5/20/2020,Arkansas,State,Announcement,"Bars which are associated with and are located within restaurant facilities are approved to open today. Free standing bars which are not associated with restaurants should be ready to open next Tuesday, May 26th",,,,,,,,,,,,,,
5/29/2020,Arkansas,State,Announcement,creation of the COVID-19 Technical Advisory Board to review and evaluate new technologies as the state’s public health agencies develop strategies for testing and contact tracing,,,,,,,,,,,,,,
6/8/2020,Arkansas,State,Announcement,Move to phase 2 of reopening,,,,,,,,,,,,,,
6/15/2020,Arkansas,State,Issued,"3 executive orders: providing workers compensation coverage, medical/business immunity from civil libaility",,,,,,,,,,,,,,
6/19/2020,Arkansas,State,Announcement,Nursing homes can resume limited family visits on July 1,,,,,,,,,,,,,,
7/2/2020,Arkansas,State,Announcement,Registered voters may apply for an absentee ballot for the November general election,,,,,,,,,,,,,,
7/3/2020,Arkansas,State,Issued,Exec order: permitting cities to implement an ordinace requiring mandatory face coverings,,,,,,,,,,,,,,
2/2/2020,California,State,Announcement,Public Health Emergency Operations Center,activation of,,,,,,,,,,,,,
3/2/2020,California,State,Announcement,Request for more federal funding,,,,,,,,,,,,,,
3/3/2020,California,State,Announcement,Received funding,will be using it partially for masks,,,,,,,,,,,,,
3/4/2020,California,State,Declaration,State of Emergency,,,,,,,,,,,,,,
3/5/2020,California,State,Announcement,Employee Development Department support to individuals affected,,,,,,,,,,,,,,
3/5/2020,California,State,Issued,Cost free medical testing,for 2 million Californians,,,,,,,,,,,,,
3/7/2020,California,State,Issued,Updated guidance as further spread anticipated,,,,,,,,,,,,,,
3/11/2020,California,State,Announcement,250+ events cancelled,,,,,,,,,,,,,,
3/11/2020,California,State,Issued,Updated gatherings policy,should be postponed until at least the end of March,,,,,,,,,,,,,
3/12/2020,California,State,Issued,Waives one-week waiting period for unemployed/disabled,,,,,,,,,,,,,,
3/12/2020,California,State,Issued,Delay deadline for state tax filing,for 60 days,,,,,,,,,,,,,
3/12/2020,California,State,Issued,Residents should follow public health guidance,EX: large non-essential gatherings,,,,,,,,,,,,,
3/12/2020,California,State,Issued,Prepare to commandeer property,for temp. residences/medical facilities,,,,,,,,,,,,,
3/12/2020,California,State,Issued,Allowing meetings to be held via teleconference,local/state legislative bodies,,,,,,,,,,,,,
3/12/2020,California,State,Issued,Local/State emergency administrators to act quickly to protect public health,,,,,,,,,,,,,,
3/13/2020,California,State,Announcement,Information for unemployment/disability insurance,,,,,,,,,,,,,,
3/15/2020,California,State,Ordered,Bar closure,,,,,,,,,,,,,,
3/15/2020,California,State,Announcement,Advise seniors/immunocompromised to self isolate,,,,,,,,,,,,,,
3/16/2020,California,State,Announcement,Pilot programs: mobile testing,,,,,,,,,,,,,,
3/16/2020,California,State,Issued,Executive Order: Halt evictions of renters,,,,,,,,,,,,,,
3/16/2020,California,State,Issued,Executive Order: State health and social services agencies,give more support/information to clients,,,,,,,,,,,,,
3/16/2020,California,State,Announcement,Ask for emergency legislative action,,,,,,,,,,,,,,
3/17/2020,California,State,Signed,Executive Order: Ease restrictions of commerical drivers,in support of emergency relief efforts,,,,,,,,,,,,,
3/17/2020,California,State,Ordered,National Guard be prepared,,,,,,,,,,,,,,
3/17/2020,California,State,Signed,Emergency legislation,$1 billion to help preparation,,,,,,,,,,,,,
3/18/2020,California,State,Announcement,Protect Homeless,$150 million in funding,,,,,,,,,,,,,
3/18/2020,California,State,Issued,Executive Order: suspend standardized testing for students,,,,,,,,,,,,,,
3/18/2020,California,State,Announcement,New COVID-19 public awareness campaign,,,,,,,,,,,,,,
3/18/2020,California,State,Issued,Executive Order: extending period for important safety net services,"vulnerable residence can continue to receive health care, food assistance, in-home supportice services",,,,,,,,,,,,,
3/19/2020,California,State,Issued,Order for all individuals to stay home,,,,,,,,,,,,,,
3/20/2020,California,State,Announcement,National Guard providing short-term food security for individuals ,,,,,,,,,,,,,,
3/20/2020,California,State,Ordered,Exec order: allowing vote-by-mail ,for upcoming special elections,,,,,,,,,,,,,
3/21/2020,California,State,Ordered,"Exec order: ability to increase healthcare capacities in clinics, mobile health care units, adult day health care facilities",,,,,,,,,,,,,,
3/21/2020,California,State,Announcement,$42mill from mergency funding used to expand health infrastructure ,,,,,,,,,,,,,,
3/22/2020,California,State,Announcement,Trump approved CA Presidential Major Disaster Declaration,,,,,,,,,,,,,,
3/23/2020,California,State,Announcement,Approval of Section 1135,,,,,,,,,,,,,,
3/24/2020,California,State,Ordered,Exec order: halt intake/transfer of inmates in prisons and youth correctional facilities ,,,,,,,,,,,,,,
3/24/2020,California,State,Announcement,CA Infrastructure and Development Bank offering loans to small businesses,,,,,,,,,,,,,,
3/24/2020,California,State,Announcement,Employers experiencing harship can request 60-day extension to fil state payroll reports/ deposit state payroll taxes w/o penalty,,,,,,,,,,,,,,
3/24/2020,California,State,Announcement,"Financial relief package: mortgage payment forbearances, no reporting late payments, no foreclosures or evictions",,,,,,,,,,,,,,
3/27/2020,California,State,Ordered,Exec order: banning enforcement of eviction ,"through May 31, 2020",,,,,,,,,,,,,
3/27/2020,California,State,Ordered,Exec order: enhance authority of CA Judicial Branch to take emergency action to conducy business and continue to operate,,,,,,,,,,,,,,
3/27/2020,California,State,Announcement,"Removal of waiting periods for unemployment/disability insurance, development of a chart of benefits available for workers affected by COVID-19",,,,,,,,,,,,,,
3/29/2020,California,State,Announcement,"Leading social media companies, businesses, leaders, individuals have stepped up to support COVID-19 efforts",,,,,,,,,,,,,,
3/30/2020,California,State,Ordered,"Exec order: tax, regulatory and licensing extensions for businesses",,,,,,,,,,,,,,
3/30/2020,California,State,Ordered,"Exec order: temporairly expand health care workforce and allow health care facilities to staff at least an additional 50,000 beds",,,,,,,,,,,,,,
3/31/2020,California,State,Announcement,"""Stay home. Save lives. Check in.""",to help combat social isolation and food insecurity,,,,,,,,,,,,,
4/1/2020,California,State,Ordered,Exec order: allowing immediate use of funds from state Disaster REsponse-Emergency Operations account,,,,,,,,,,,,,,
4/1/2020,California,State,Announcement,"Agreement between teachers, classified employees, school boards, superintendents, and pricinipals to work together to provide distance learning to students",,,,,,,,,,,,,,
4/2/2020,California,State,Ordered,Exec order: restricts water shutoffs to homes and small businesses,,,,,,,,,,,,,,
4/2/2020,California,State,Announcement,State is allocating $50 mill to CA Infrastructure and Econ. DEvelopment Bank for loan guaruntees to small businesses ,,,,,,,,,,,,,,
4/3/2020,California,State,Ordered,Exec order: expand protections to medical providers as they amplofy the use of cideo chats for tourine appointments,,,,,,,,,,,,,,
4/3/2020,California,State,Ordered,Exec order: expaning consumer potection against price gouging,,,,,,,,,,,,,,
4/3/2020,California,State,Announcement,Launch of Project Roomkey - secure housing in hotel and motel rooms to protect homeless,,,,,,,,,,,,,,
4/4/2020,California,State,Ordered,Exec order: facilitate child care of essential critical infrastructure workers by allowing CA dept of education to waive certain requirements,,,,,,,,,,,,,,
4/4/2020,California,State,Announcement,Launch of covid19supplies.ca.gov,,,,,,,,,,,,,,
4/6/2020,California,State,Announcement,CA will loan 500 ventialtors to national stockpile,,,,,,,,,,,,,,
4/7/2020,California,State,Ordered,Exec order: provides additional support for older adults and vulnerable children by giving waiver for 60-day In-Home Supportive Services,,,,,,,,,,,,,,
4/7/2020,California,State,Ordered,Exec order: help state procure necessary medical supplies,,,,,,,,,,,,,,
4/9/2020,California,State,Ordered,Exec order: addressing upcoming local elections requiring all mail-in abllot elections,,,,,,,,,,,,,,
4/9/2020,California,State,Announcement,CA workers who are recieving unemployment benefits will begin recieving an extra $600 weekly ,,,,,,,,,,,,,,
4/9/2020,California,State,Announcement,New program to provide front-line workers access to no-cost or low-cost hotel rooms,,,,,,,,,,,,,,
4/9/2020,California,State,Announcement,"Partnership with United Airlines providing free, round-trip floghts for volunteer medical professionals",,,,,,,,,,,,,,
4/10/2020,California,State,Announcement,Release of $100 million to support child care services and providers,,,,,,,,,,,,,,
4/10/2020,California,State,Announcement,600 nurses have been retrained to assist in facilities with positve cases,,,,,,,,,,,,,,
4/13/2020,California,State,Announcement,$42 million in new investments to protect younger residents who are at heightened risk for abuse and mistreatment,,,,,,,,,,,,,,
4/13/2020,California,State,Announcement,Western States Pact (w/ OR and WA) to focus on reopening of economies,,,,,,,,,,,,,,
4/14/2020,California,State,Ordered,Exec order: addresses the release and reentry process at the Division of Juvenile Justive to that elgible youth will be discharged safely,,,,,,,,,,,,,,
4/14/2020,California,State,Announcement,Outlined six critical indicators the state will consider before modifying the stay-at-home order,,,,,,,,,,,,,,
4/15/2020,California,State,Ordered,Exec order: expanding call center hours at Employment DEvelopment Department and implemented one-stop shop for those applying for Pandemic Unemployment Assistance,,,,,,,,,,,,,,
4/15/2020,California,State,Announcement,Allocation of $75 million in statewide Disaster RElief Assistance funding to provide financial support for immigrant workers,,,,,,,,,,,,,,
4/15/2020,California,State,Announcement,"Release of an immigrant reousce guide to provide information, including public benefits",,,,,,,,,,,,,,
4/16/2020,California,State,Ordered,Exec order: CA University system waiving requirements for admissions criteria ,,,,,,,,,,,,,,
4/16/2020,California,State,Ordered,Exec order: CA DOJ develop procedures to perform background chekcs to protect health and safety and avoid delays in processing employment,,,,,,,,,,,,,,
4/16/2020,California,State,Ordered,"Exec order: Fed stimulus checks will flow directly to custodial parents owed back child support payments, and allow for commercially licensed food trucks to be able to temp operate in rest areas",,,,,,,,,,,,,,
4/16/2020,California,State,Ordered,Exec order: support CA workers from large employers in the food sector industry with two weeks paid sick leave,,,,,,,,,,,,,,
